11:17	20000	密制天鹅绒短靴	
11:17	25813	密制天鹅绒短靴	
11:17	8755	密制豹皮短靴	
11:18	28755	密制豹皮短靴	
11:18	20000	密制紫榆短靴	
11:18	33333	密制紫榆短靴	
11:18	29799	密制科堡长靴	
11:18	30000	密制科堡长靴	
11:20	10412	密制提花护肩	
11:20	30000	密制提花护肩	
11:22	10000	密制锦丝腰带	
11:22	13597	密制锦丝腰带	
11:24	25468	密制薄纱斗篷	
11:24	25469	密制薄纱斗篷	
11:25	25813	密制天鹅绒短靴	
11:25	30000	密制天鹅绒短靴	
11:26	7999	密制豹皮短靴	
11:28	33900	密制提花护肩	
11:29	33929	密制提花护肩	
11:30	13598	密制锦丝腰带	
11:30	13599	密制锦丝腰带	
12:18	9979	密制薄纱护腿	
12:18	9980	密制薄纱护腿	
12:20	9999	密制天鹅绒腰带	
12:20	19796	密制天鹅绒腰带	
12:20	18099	密制豹皮腰带	
12:20	20000	密制豹皮腰带	
12:20	19998	密制紫榆腰带	
12:21	18888	密制紫榆腰带	
12:24	12000	密制提花长裤	
12:24	30000	密制提花长裤	
12:25	25000	密制锦丝长袍	
12:25	28800	密制锦丝长袍	
12:27	9981	密制薄纱护腿	
12:27	9982	密制薄纱护腿	
12:29	20000	密制天鹅绒腰带	
12:29	22222	密制天鹅绒腰带	
12:29	20000	密制豹皮腰带	
12:29	30380	密制豹皮腰带	
12:29	20000	密制紫榆腰带	
12:34	28881	密制锦丝长袍	
12:34	28882	密制锦丝长袍	
13:00	14472	密制守护石	
13:00	15000	密制守护石	
13:01	11111	密制日光石手镯	
13:01	21862	密制日光石手镯	暗属性抗性+6	
13:09	9983	密制薄纱护腿	
13:10	9984	密制薄纱护腿	
13:17	22222	密制守护石	
13:17	27177	密制守护石	智力+18	
13:19	16500	密制伊利石戒指	
13:20	9985	密制薄纱护腿	
13:21	18996	密制薄纱护腿	
13:27	14472	密制守护石	
13:28	30000	密制守护石	
13:41	19997	密制薄纱短靴	
13:41	19998	密制薄纱短靴	
13:43	9999	密制紫榆护肩	
13:47	28884	密制锦丝长袍	
13:49	30980	密制年轮石	
13:49	65784	密制年轮石	物理暴击率+1.9	
13:49	15888	密制雪纺缎带	
13:50	25000	密制伊利石手镯	
13:51	19999	密制薄纱短靴	
13:51	20000	密制薄纱短靴	
13:58	28885	密制锦丝长袍	
13:58	28886	密制锦丝长袍	
13:59	65784	密制年轮石	物理暴击率+1.9	
14:00	8000	密制雪纺缎带	
14:00	8000	密制伊利石手镯	
14:11	14849	密制薄纱腰带	
14:11	14849	密制薄纱腰带	
14:15	14608	密制提花短靴	
14:17	19501	密制锦丝护肩	
14:17	19502	密制锦丝护肩	
14:19	15252	密制芭芭拉手套	
14:19	22000	密制芭芭拉手套	MP最大值+177	
14:20	14924	密制薄纱腰带	
14:20	14925	密制薄纱腰带	
14:26	19601	密制锦丝护肩	
14:26	36000	密制锦丝护肩	
14:28	30000	密制芭芭拉手套	智力+12	
14:28	30000	密制芭芭拉手套	智力+14	
19:42	24999	密制薄纱护腿	
19:48	23120	密制青空之蓝手套	
19:48	23120	密制青空之蓝手套	
19:48	20000	密制日光石手镯	
19:58	20000	密制蚕纱长袍	
20:02	20000	密制日光石手镯	
20:20	19795	密制薄纱短靴	
20:20	19796	密制薄纱短靴	
20:23	31111	密制蚕纱护肩	
20:24	20000	密制提花长裤	
20:25	104428	密制黄玉戒指	力量+20	
20:28	33333	密制雪纺缎带	智力+14	
20:37	33615	密制雪纺缎带	
20:54	7460	密制提花短靴	
