00:31	7773	密制科堡长靴	
00:31	11097	密制科堡长靴	
00:31	26666	密制合金长靴	
00:33	7499	密制提花护肩	
00:56	5000	密制提花长裤	
00:57	33333	密制提花长裤	
00:58	16999	密制锦丝长袍	
00:59	20601	密制锦丝长袍	
01:00	27760	密制年轮石	
01:02	30000	密制雪纺缎带	
01:04	8445	密制薄纱护腿	
01:04	8446	密制薄纱护腿	
01:05	8032	密制天鹅绒腰带	
01:05	8033	密制天鹅绒腰带	
01:06	16580	密制科堡腰带	
01:06	16581	密制科堡腰带	
01:12	50000	密制雪纺缎带	物理暴击率+1.7	
01:24	12755	密制天鹅绒衬衫	
01:59	9895	密制天鹅绒护肩	
01:59	9998	密制天鹅绒护肩	
02:00	11799	密制科堡护肩	
02:01	11800	密制科堡护肩	
02:02	34997	密制蚕纱短靴	
02:02	34998	密制蚕纱短靴	
02:04	7770	密制提花腰带	
02:04	8107	密制提花腰带	
02:05	30000	密制龙魂石	体力+14	
02:05	90000	密制龙魂石	智力+18	
02:06	12553	密制锦丝长裤	
02:06	13553	密制锦丝长裤	
07:21	16999	密制锦丝长袍	
07:22	14076	密制年轮石	
07:23	6000	密制雪纺缎带	
07:24	9999	密制伊利石手镯	
07:24	11443	密制伊利石手镯	
07:24	8441	密制薄纱护腿	
07:24	8442	密制薄纱护腿	
07:26	8033	密制天鹅绒腰带	
07:26	8034	密制天鹅绒腰带	
07:28	16580	密制科堡腰带	
07:28	16581	密制科堡腰带	
07:30	8777	密制提花长裤	
07:30	8777	密制提花长裤	
07:35	29000	密制雪纺缎带	
07:54	7777	密制薄纱腰带	
07:55	7929	密制薄纱腰带	
07:56	9895	密制天鹅绒护肩	
