11:30	31840	密制天鹅绒短靴	
11:30	32000	密制天鹅绒短靴	
11:30	30000	密制豹皮短靴	
11:30	30000	密制豹皮短靴	
11:31	23111	密制紫榆短靴	
11:31	20000	密制紫榆短靴	
11:32	30000	密制科堡长靴	
11:32	26666	密制合金长靴	
11:34	22222	密制提花护肩	
11:34	24500	密制提花护肩	
11:35	24000	密制锦丝腰带	
11:35	24500	密制锦丝腰带	
11:39	35000	密制天鹅绒短靴	
11:40	30000	密制天鹅绒短靴	
11:40	30000	密制豹皮短靴	
11:40	23000	密制豹皮短靴	
11:41	10491	密制紫榆短靴	
11:41	10000	密制紫榆短靴	
11:42	30000	密制合金长靴	
11:42	30000	密制合金长靴	
11:44	9999	密制提花护肩	
11:44	30000	密制提花护肩	
11:45	24500	密制锦丝腰带	
11:45	31111	密制锦丝腰带	
12:02	34990	密制薄纱护腿	
12:02	35000	密制薄纱护腿	
12:03	16210	密制天鹅绒腰带	
12:03	20000	密制天鹅绒腰带	
12:03	24411	密制豹皮腰带	
12:04	24500	密制豹皮腰带	
12:04	30000	密制紫榆腰带	
12:06	9000	密制合金腰带	
12:07	11810	密制提花长裤	
12:07	11810	密制提花长裤	
12:09	20998	密制锦丝长袍	
12:09	20998	密制锦丝长袍	
12:13	15000	密制天鹅绒腰带	
12:13	32359	密制天鹅绒腰带	
12:14	20000	密制豹皮腰带	
12:14	33333	密制豹皮腰带	
12:17	10000	密制合金腰带	
12:19	30000	密制提花长裤	
12:35	10000	密制天鹅绒衬衫	
12:36	10000	密制豹皮胸甲	
12:38	29999	密制蚕纱护腿	
12:38	30000	密制蚕纱护腿	
13:15	31999	密制天鹅绒短靴	
13:15	31998	密制天鹅绒短靴	
13:16	30000	密制紫榆短靴	
